id,brand,name,price,image_link,description,,category,product_type,tag_list/0,tag_list/1,api_featured_image,product_colors/0/hex_value,product_colors/0/colour_name,product_colors/1/hex_value,product_colors/1/colour_name,product_colors/2/hex_value,product_colors/2/colour_name,product_colors/3/hex_value,product_colors/3/colour_name,product_colors/4/hex_value,product_colors/4/colour_name,product_colors/5/hex_value,product_colors/5/colour_name,product_colors/6/hex_value,product_colors/6/colour_name,product_colors/7/hex_value,product_colors/7/colour_name,product_colors/8/hex_value,product_colors/8/colour_name,product_colors/9/hex_value,product_colors/9/colour_name,product_colors/10/hex_value,product_colors/10/colour_name,product_colors/11/hex_value,product_colors/11/colour_name,product_colors/12/hex_value,product_colors/12/colour_name,product_colors/13/hex_value,product_colors/13/colour_name,product_colors/14/hex_value,product_colors/14/colour_name,product_colors/15/hex_value,product_colors/15/colour_name,product_colors/16/hex_value,product_colors/16/colour_name,product_colors/17/hex_value,product_colors/17/colour_name,product_colors/18/hex_value,product_colors/18/colour_name,product_colors/19/hex_value,product_colors/19/colour_name,product_colors/20/hex_value,product_colors/20/colour_name,product_colors/21/hex_value,product_colors/21/colour_name,product_colors/22/hex_value,product_colors/22/colour_name,product_colors/23/hex_value,product_colors/23/colour_name,product_colors/24/hex_value,product_colors/24/colour_name,product_colors/25/hex_value,product_colors/25/colour_name,product_colors/26/hex_value,product_colors/26/colour_name,product_colors/27/hex_value,product_colors/27/colour_name,product_colors/28/hex_value,product_colors/28/colour_name,product_colors/29/hex_value,product_colors/29/colour_name,product_colors/30/hex_value,product_colors/30/colour_name,product_colors/31/hex_value,product_colors/31/colour_name,product_colors/32/hex_value,product_colors/32/colour_name,product_colors/33/hex_value,product_colors/33/colour_name,product_colors/34/hex_value,product_colors/34/colour_name,product_colors/35/hex_value,product_colors/35/colour_name,product_colors/36/hex_value,product_colors/36/colour_name,product_colors/37/hex_value,product_colors/37/colour_name,product_colors/38/hex_value,product_colors/38/colour_name,product_colors/39/hex_value,product_colors/39/colour_name,product_colors/40/hex_value,product_colors/40/colour_name,product_colors/41/hex_value,product_colors/41/colour_name,product_colors/42/hex_value,product_colors/42/colour_name,product_colors/43/hex_value,product_colors/43/colour_name,product_colors/44/hex_value,product_colors/44/colour_name,product_colors/45/hex_value,product_colors/45/colour_name,tag_list/2,tag_list/3,tag_list/4,tag_list/5,tag_list/6,product_colors/46/hex_value,product_colors/46/colour_name,product_colors/47/hex_value,product_colors/47/colour_name,product_colors/48/hex_value,product_colors/48/colour_name,product_colors/49/hex_value,product_colors/49/colour_name,product_colors/50/hex_value,product_colors/50/colour_name,product_colors/51/hex_value,product_colors/51/colour_name,product_colors/52/hex_value,product_colors/52/colour_name,product_colors/53/hex_value,product_colors/53/colour_name,product_colors/54/hex_value,product_colors/54/colour_name,product_colors/55/hex_value,product_colors/55/colour_name,product_colors/56/hex_value,product_colors/56/colour_name,product_colors/57/hex_value,product_colors/57/colour_name,product_colors/58/hex_value,product_colors/58/colour_name,product_colors/59/hex_value,product_colors/59/colour_name,product_colors/60/hex_value,product_colors/60/colour_name,product_colors/61/hex_value,product_colors/61/colour_name,product_colors/62/hex_value,product_colors/62/colour_name,product_colors/63/hex_value,product_colors/63/colour_name,product_colors/64/hex_value,product_colors/64/colour_name,product_colors/65/hex_value,product_colors/65/colour_name,product_colors/66/hex_value,product_colors/66/colour_name,product_colors/67/hex_value,product_colors/67/colour_name,product_colors/68/hex_value,product_colors/68/colour_name,product_colors/69/hex_value,product_colors/69/colour_name,product_colors/70/hex_value,product_colors/70/colour_name,product_colors/71/hex_value,product_colors/71/colour_name,product_colors/72/hex_value,product_colors/72/colour_name,product_colors/73/hex_value,product_colors/73/colour_name,product_colors/74/hex_value,product_colors/74/colour_name,product_colors/75/hex_value,product_colors/75/colour_name,product_colors/76/hex_value,product_colors/76/colour_name,product_colors/77/hex_value,product_colors/77/colour_name,product_colors/78/hex_value,product_colors/78/colour_name,product_colors/79/hex_value,product_colors/79/colour_name,product_colors/80/hex_value,product_colors/80/colour_name,product_colors/81/hex_value,product_colors/81/colour_name,product_colors/82/hex_value,product_colors/82/colour_name,product_colors/83/hex_value,product_colors/83/colour_name,product_colors/84/hex_value,product_colors/84/colour_name,product_colors/85/hex_value,product_colors/85/colour_name,product_colors/86/hex_value,product_colors/86/colour_name,product_colors/87/hex_value,product_colors/87/colour_name,product_colors/88/hex_value,product_colors/88/colour_name,product_colors/89/hex_value,product_colors/89/colour_name,product_colors/90/hex_value,product_colors/90/colour_name,product_colors/91/hex_value,product_colors/91/colour_name,product_colors/92/hex_value,product_colors/92/colour_name,product_colors/93/hex_value,product_colors/93/colour_name,product_colors/94/hex_value,product_colors/94/colour_name,product_colors/95/hex_value,product_colors/95/colour_name,product_colors/96/hex_value,product_colors/96/colour_name,product_colors/97/hex_value,product_colors/97/colour_name,product_colors/98/hex_value,product_colors/98/colour_name,product_colors/99/hex_value,product_colors/99/colour_name,product_colors/100/hex_value,product_colors/100/colour_name,product_colors/101/hex_value,product_colors/101/colour_name,product_colors/102/hex_value,product_colors/102/colour_name,product_colors/103/hex_value,product_colors/103/colour_name,product_colors/104/hex_value,product_colors/104/colour_name,product_colors/105/hex_value,product_colors/105/colour_name,product_colors/106/hex_value,product_colors/106/colour_name,product_colors/107/hex_value,product_colors/107/colour_name,product_colors/108/hex_value,product_colors/108/colour_name,product_colors/109/hex_value,product_colors/109/colour_name,product_colors/110/hex_value,product_colors/110/colour_name,product_colors/111/hex_value,product_colors/111/colour_name,product_colors/112/hex_value,product_colors/112/colour_name,product_colors/113/hex_value,product_colors/113/colour_name,product_colors/114/hex_value,product_colors/114/colour_name,product_colors/115/hex_value,product_colors/115/colour_name,product_colors/116/hex_value,product_colors/116/colour_name,product_colors/117/hex_value,product_colors/117/colour_name,product_colors/118/hex_value,product_colors/118/colour_name,product_colors/119/hex_value,product_colors/119/colour_name,tag_list/7
59,milani,Milani Color Statement Moisture Matte Lipstick,6.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/a782e8566462ce85fbf46a791f0004e5_ra,w158,h184_pa,w158,h184.png","Inspired by the Milan Runway, eight new matte shades and two luscious crème shades.Features:One stroke, full coverage applicationLightweight & creamy formulaInfused with Vitamins A & C to hydrate lipsLong-wearing formula Colour-true finishApplication: Begin applying from the center of your upper lips and work your way to the outer edges. Same application is used for your bottom lips. Tip: Lipliner helps extend the wear & keeps your lipstick from feathering.   When choosing a lipliner shade, match the lipliner to your lipstick shade or match your lipliner to the shade of your lips which will work with all your lipstick shades.   Create a custom lipcolor by using a contrasting lipliner and lipstick shade.Ingredients: Ricinus Communis (Castor) Seed Oil, Tridecyl Trimellitate, Euphorbia Cerifera (Candelilla) Wax / Euphorbia Cerifera Cera, Ethylhexyl Palmitate, Microcristallina Cera (Microcrystalline Wax), Cera Alba (Beeswax), Ozokerite, Copernicia Cerifera (Carnauba) Wax/Cera Carnauba, Benzyl Benzoate, Fragrance (Parfum), Vanillin, Ascorbyl Palmitate, Tocopherol, Glycine Soja (Soybean) Oil, Retinyl Palmitate, Hydroxycitronellal. +/- May Contain: Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 6 (CI 15850), Red 7 (CI 15850), Red 22 (CI 45380), Red 27 (CI 45410), Red 28 (CI 45410), Yellow 5 (CI 19140), Yellow 6 (CI 15985), Blue 1 (CI 42090), Carmine (CI 75470).",,lipstick,lipstick,,,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/059/original/open-uri20171223-4-71qtyw?1514062255,#ae5e57,Matte Naked  ,#DF4921,Matte Lux ,#421E26,Matte Love ,#981E26,Matte Kiss ,#e1b5a4,Matte Innocence  ,#870D0D,Matte Iconic ,#7C4182,Matte Glam  ,#501E31,Matte Flirty ,#301623,Matte Fearless ,#e172ac,Matte Diva  ,#A14D57,Matte Darling ,#a42036,Matte Confident  ,#d590a8,Matte Blissful  ,#824A4D,Matte Beauty ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,milani,Milani Color Statement Lipstick,6.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/5adaa808a071d0f63933cb75fa9a1dfc_ra,w158,h184_pa,w158,h184.png","Inspired by the Milan Runway, eight new matte shades and two luscious crème shades.Features:One stroke, full coverage applicationLightweight & creamy formulaInfused with Vitamins A & C to hydrate lipsLong-wearing formula Colour-true finishApplication: Begin applying from the center of your upper lips and work your way to the outer edges. Same application is used for your bottom lips. Tip: Lipliner helps extend the wear & keeps your lipstick from feathering.   When choosing a lipliner shade, match the lipliner to your lipstick shade or match your lipliner to the shade of your lips which will work with all your lipstick shades.   Create a custom lipcolor by using a contrasting lipliner and lipstick shadeIngredients: Ricinus Communis (Castor) Seed Oil, Tridecyl Trimellitate, Euphorbia Cerifera (Candelilla) Wax / Euphorbia Cerifera Cera, Ethylhexyl Palmitate, Microcristallina Cera (Microcrystalline Wax), Cera Alba (Beeswax), Ozokerite, Copernicia Cerifera (Carnauba) Wax/Cera Carnauba, Benzyl Benzoate, Fragrance (Parfum), Vanillin, Ascorbyl Palmitate, Tocopherol, Glycine Soja (Soybean) Oil, Retinyl Palmitate, Hydroxycitronellal. +/- May Contain: Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 6 (CI 15850), Red 7 (CI 15850), Red 22 (CI 45380), Red 27 (CI 45410), Red 28 (CI 45410), Yellow 5 (CI 19140), Yellow 6 (CI 15985), Blue 1 (CI 42090), Carmine (CI 75470). ",,lipstick,lipstick,,,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/058/original/open-uri20171223-4-bwpqlj?1514062256,#7C109A,Violet Volt ,#5A0011,Velvet Merlot ,#A2356C,Uptown Mauve (Cream) ,#56181B,Tuscan Toast ,#B26457,Teddy Bare (Cream) ,#F77234,Sweet Nectar (Cream) ,#8B2058,Sangria (Matte) ,#A5051D,Ruby Valentine (Vinyl) ,#FE3D93,Rose Hip (Cream) ,#9D6670,Rose Femme ,#AB0B11,Red Label (Cream) ,#A71800,Rebel Rouge ,#D78396,Pretty Natural  ,#E01783,Power Pink  ,#963546,Plumrose (Cream) ,#EB9DAD,Pink Frost (Metallic) ,#D55B3C,Orange-Gina (Pearl) ,#B6605F,Nude Creme (Cream) ,#DA7A6C,Naturally Chic (Cream) ,#D96081,Fruit Punch (Cream) ,#C92F0B,Empress ,#AC5446,Dulce Caramelo (Pearl) ,#5C3D31,Double Espresso ,#F3574B,Coral Addict ,#F296CF,Catwalk Pink  ,#5E172D,Cabaret Blend  ,#9A3306,Bronze Beauty (Shimmer) ,#301623,Brandy Berry ,#9E283E,Blushing Beauty ,#6E4148,Black Cherry (Cream) ,#B6091D,Best Red (Matte) ,#A87363,Bahama Beige ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,revlon,Revlon ColorBurst Matte Balm ,11.49,"https://d3t32hsnjxo7q6.cloudfront.net/i/76076d06ebd517f1ae7e359d96d50b32_ra,w158,h184_pa,w158,h184.jpg","Revlon ColorBurst Matte Balm offers velvety color with balm-like moisture!Packaged in an adorable chubby crayon, this Matte balm is infused with a Triple Butter Complex of Shea, Mango and 
Coconut Butter.",,lipstick,lipstick,,,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/057/original/data?1514062254,#FF4E62,Unapologet ,#A93041,Sultry ,#E53134,Striking ,#99302A,Standout ,#F2579B,Shewy ,#E66675,Elusive ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,e.l.f.,e.l.f. Studio Moisturizing Lipstick,4.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/9e370b087244262131cab9db8b6725c7_ra,w158,h184_pa,w158,h184.jpeg","The velvety, satin texture of e.l.f. Studio Moisturizing Lipstick glides on lips with vibrant color and 
luminous shine. Enriched with Shea and Vitamins A, C, & E to nourish
 and hydrate the lips. The rich, creamy formula seals in moisture for 
long-lasting wear and comfort.Ingredients: Paraffinum Liquidum (Mineral Oil), Petrolatum, Ceresin, Ethylhexyl Palmitate, Hydrogenated Polydecene, Microcrystalline Wax (Cera Microcristallina), Polybutene, Paraffin, Synthetic Beeswax, Polyethylene, Copernicia Cerifera (Carnauba) Wax, Silica Dimethyl Silylate, Fragrance (Parfum), Butyrospermum Parkii (Shea) Butter, Retinyl Palmitate (Va), Tocopheryl Acetate (Ve), Ascorbyl Palmitate (Vc), Neotame, Propylparaben May Contain: Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 40 Lake (CI 16035), Red 7 Lake (CI 15850), Red 27 Lake (CI 45410), Red 6 Lake (CI 15850), Yellow 5 Lake (CI 19140), Blue 1 Lake (CI 42090) ",,lipstick,lipstick,Vegan,,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/056/original/data?1514062254,#C26659,Cheeky ,#F57574,Pink Minx ,#C55456,Ravishing Rose ,#D40D14,Red Carpet ,#7D2D3A,Wine Tour ,#FCAE98,Party in the Buff ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,pure anada,Pure Anada Petal Perfect Lipstick,14,"https://d3t32hsnjxo7q6.cloudfront.net/i/b66c56aeb8d078123cca4c9c64d17cb9_ra,w158,h184_pa,w158,h184.jpeg","Pure Anada Petal Perfect Lipstick is a moisture intensive natural lipstick. Made with rich butters, plant oils, and waxes provide a smooth, creamy consistency. For a boost of shine, apply the coordinating Pure Anada Lip Gloss on top of your lipstick.Pure Anada Petal Perfect Lipstick is made with certified organic Rosehip Seed Oil which is known to repair dry, damaged skin and promote cell regeneration.  A perfect treatment to hydrate and smooth your lips!A berry-toned lip is a must have for the cool fall season and carries on great through the winter! Find more green fall beauty essentials on our blog, The Well.Shades: Ingredients: Ricinus Communis (Organic Castor Seed Oil), Rosa Canina (Organic Rosehip Seed Oil), Simmondsia Chinensis (Organic, cold pressed Jojoba Seed Oil), Butyrospermum Parkii Fruit (Unrefined, Organic, Shea Butter), Limnanthes Alba (Organic Meadowfoam Seed Oil), Euphorbia Cerifera(Candelilla Wax), Copernicia Cerifera(Carnauba) Wax, Mica, Iron Oxides, Tocopherol (Vitamin E), Citrus Tangerina (Organic Tangerine Essential Oil)Vegan, Gluten Free, Non-GMO, Dairy Free, Peanut Free, Natural",,lipstick,lipstick,Canadian,Peanut Free Product,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/055/original/data?1514062255,#de4b41,Tiger Lily (Bright Coral) ,#D94072,Strawberry Cream  ,#c63e26,Sienna (Burnt Bronze Red) ,#971D28,Ruby ,#a02d4b,Razzberry (Plum) ,#B14F5B,Petunia ,#94514C,Morden's Blush ,#9F455A,Hibiscus ,#d09172,Grapefruit (Nude) ,#663125,Chocolate Kiss ,#df6163,Carnation (Rose) ,#B47965,Caramel ,#6D333A,Bordeaux Cherry ,#A16157,Autumn ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-GMO,Gluten Free,Natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,mineral fusion,Mineral Fusion Lengthening Mascara,19,"https://d3t32hsnjxo7q6.cloudfront.net/i/b8c71c36c73225905314a6ba0d5b5f6b_ra,w158,h184_pa,w158,h184.jpeg","Natural minerals darken, define and condition lashes in Mineral Fusion Lengthening Mascara formulation. This hypoallergenic mascara applies smoothly, and naturally nourishes and protects to promote maximum lash length, health and fullness. Free of Gluten, Parabens, Artificial Colors, Fragrances and Talc. Never-tested on animals. Hypoallergenic.Shade Range: Ingredients: Water, Beeswax, Stearic Acid, Copernicia Cerifera (Carnauba) Wax, Synthetic Wax, Butylene Glycol, C18-36 Acid Triglyceride, Hydroxyethylcellulose,  Sodium Hydroxide, Lecithin, Polysorbate 20, Sorbitan Laurate, Propylene Glycol Stearate, Propylene Glycol Laurate/Stearate, Phenoxyethanol, Ethylhexylglycerin, Iron Oxides (CI 77499). ",,,mascara,Gluten Free,Natural,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/054/original/data?1514061113,#452319,Rock (Brown) ,#000000,Graphite (Black) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,covergirl,CoverGirl Professional Mascara Curved Brush Very Black,6.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/c28f5756cc3f81f36baebfd753207c58_ra,w158,h184_pa,w158,h184.jpeg","Volumize, lengthen and define like a pro! CoverGirl Professional 3-in-1 mascara for all day beautiful lashes. The curved brush finds lashes you didn't know you had, for a volumized, long, defined lash look without the clumps or blobs.Features:Volume + length + definition in one easy stepHypoallergenic and suitable for contact lens wearersLash volume without clumpsApplication Tips: Hold brush as close as possible to base of lashes, and wiggle it as you move it up through lashes.",,,mascara,,,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/053/original/data?1514061113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,covergirl,CoverGirl Professional Mascara Curved Brush Black Brown,6.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/c7fe159f81fff4e0b8269782b20048ac_ra,w158,h184_pa,w158,h184.jpeg","Volumize, lengthen and define like a pro! CoverGirl Professional 3-in-1 mascara for all day beautiful lashes. The curved brush finds lashes you didn't know you had, for a volumized, long, defined lash look without the clumps or blobs.Features:Volume + length + definition in one easy stepHypoallergenic and suitable for contact lens wearersLash volume without clumpsApplication Tips: Hold brush as close as possible to base of lashes, and wiggle it as you move it up through lashes.",,,mascara,,,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/052/original/data?1514061112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,l'oreal,L'Oreal Paris Voluminous Butterfly Midnight Black Mascara,13.49,"https://d3t32hsnjxo7q6.cloudfront.net/i/cd24f2eacba5d03d916a924afaadbee5_ra,w158,h184_pa,w158,h184.jpeg","Stretch and extend your lashes like wings!  Introducing Voluminous 
Butterfly Mascara, one of L'Oreal's most-exciting mascara innovations, yet. 
Its revolutionary Butterfly Brush™ with asymmetrical lash 
line shape extends and lifts outer corner lashes to give you a 
winged-out effect, instantly volumizing lashes at the roots and 
stretching lashes outward. The unique Cocoon Fibers™ instantly wrap lashes in a soft, delicate veil to create silky, spectacular lashes that flutter.",,,mascara,,,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/051/original/data?1514062254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,zorah,Zorah Mascara Lengthing,27,"https://d3t32hsnjxo7q6.cloudfront.net/i/dba2438dde72fe06c8f7a672b9618b0a_ra,w158,h184_pa,w158,h184.jpg","This lengthening mascara is made with a unique combination of intense black pure mineral pigments and organic Argan oil to perfectly coat and shape lashes. The twin helix brush and its 3D spheres perfectly sculpt each lash with a full 360° coverage.Opthalmologically tested. Suitable for use with contact lenses. Fast drying.Organic cosmetic certified by Ecocert Greenlife:97% of the total ingredients are from natural origin18% of total ingredients are from organic farmingDirections: For a lengthening and curvaceous effect, apply the Lengthening Treatment Mascara at the lash base zigzagging upwards. Repeat with a second layer for intensity.Ingredients: Aqua, Alcohol Denat.**, Cetearyl olivate, Sorbitan olivate, Cetyl Palmitate, Sorbitan Palmitate, Copernicia Cerifera (Carnauba) Wax*, Cera Alba*, Glycerin, Magnesium Silicate, Argania Spinosa Kernel Oil*, Cucurbita Pepo (Pumpkin) Seed Oil*, Aroma, Sodium Phytate, Sodium Citrate, Benzyl Alcohol, Salicylic Acid, Sorbic Acid, Dehydroacetic Acid, Sodium Hydroxide, Xanthan Gum. [+/-(peut contenir/may contain) Iron Oxides](peut contenir/may contain) Iron Oxides]",,,mascara,Canadian,Gluten Free,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/050/original/data?1514062254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Organic,Natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,covergirl,CoverGirl LashBlast Fusion Water Resistant Mascara ,9.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/e4bd2eaff5e2b0c9c8c29ecd86d0c7e6_ra,w158,h184_pa,w158,h184.jpeg","CoverGirl LashBlast Fusion Water Resistant Mascara has a fiberstrech lengthening formula and super-volumizing brush that thickens and extends each individual lash for high volume, length and perfect
 separation rain or shine.Features:Super volumizing and buildable fiber-strength lengtheningThickens and extends the look of your bare lashesWater resistant",,,mascara,,,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/049/original/data?1514062254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,physicians formula,Physicians Formula Eye Booster Instant Lash Extension Kit in Ultra Black,19.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/16ace93b48cdc67bb76c81eaec10ff45_ra,w158,h184_pa,w158,h184.jpg","Get instant brush on lash extensions with this Physicians Formula Eye Booster Instant Lash Extension Kit. It's a total lash transformation!Features: HypoallergenicParaben & Gluten freeDermatologist approvedOphthalmologist testedDirections: Sweep Lash Boosting Mascara to prep for fibers. Brush on extensions to upper lashes while mascara is still wet to instantly build lashes. Reapply Lash Boosting Mascara to seal and set extensions.Ingredients: Mascara: Water, Beeswax, Iron Oxides, Copernicia Cerifera (Carnauba) Wax, PVP, Cyclopentasiloxane, Glyceryl Stearate, Propylene Glycol Stearate SE, Cyclohexasiloxane, Stearic Acid, Triethanolamine, Oleic Acid, Polybutene, Phenoxyethanol, Myristoyl Pentapeptide-17, Glycerin, Panthenol, Magnesium Aluminum Silicate, Cellulose Gum, Tocopheryl Acetate, Simethicone, Tetrasodium EDTA. Extensions: Cellulose, Panthenol, Cynara Scolymus (Artichoke) Leaf Extract, Ocimum Basilicum (Basil) Leaf Extract, Tocopherol.Experience a total lash transformationExperience a total lash transformati",,,mascara,Gluten Free,,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/048/original/data?1514062254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,l'oreal,L'Oreal Paris Voluminous Million Lashes Excess Mascara ,13.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/47b1c14f64fe1e4b6ad46fcd67a34012_ra,w158,h184_pa,w158,h184.jpeg","L’Oréal Paris introduces 
Voluminous Million Lashes Excess, which combines bold volume with clean 
definition for an excessively dramatic lash look.The legendary 
Millionizer brush is bigger than ever to separate and build each lash 
evenly from root to tip. The mascara features a built-in, anti-clump 
wiper that removes surplus mascara for a clean and impactful effect. Plus, the ultra black formula amplifies each individual lash for a dramatic lash effect.",,,mascara,,,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/047/original/data?1514062254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
